word,meaning
뺑뺑이,이름이나 숫자 등이 적힌 둥근 판을 돌리고 화살 같은 것으로 그것을 맞혀 어떤 등급 등을 정하는 기구.
뺑소니,급하게 몰래 달아나는 것.
뺨따귀,(속된 말로) 뺨.
뻐드렁니,바깥 쪽으로 조금 나온 앞니.
뻥튀기,"쌀, 감자, 옥수수 등을 튀겨 낸 과자."
뻥튀기,(비유적으로) 어떤 사실을 크게 부풀리는 일.
뼈다귀,뼈의 낱개.
사각지대,어느 위치에서 사물이 눈에 보이지 않게 되는 영역.
사과나무,사과가 열리는 나무.
사과문,자신의 잘못을 인정하며 용서해 달라고 비는 내용을 적은 글.
사교성,여러 사람과 잘 사귀고 쉽게 어울리는 성질.
사교육,학원과 같이 개인이 만든 기관에서 개인이 내는 돈으로 하는 교육.
사교육비,학교 교육에 드는 돈 이외에 과외를 하거나 학원 등을 다니는 데 드는 돈.
사교장,여러 사람들이 모여서 다른 사람과 어울려 사귀는 곳.
사교적,여러 사람과 잘 사귀고 쉽게 어울리는 것.
사군자,"동양화에서 매화, 난초, 국화, 대나무를 그린 그림."
사글세,다달이 집이나 방을 빌리고 내는 돈.
사글세,다달이 돈을 받고 빌려주는 방. 또는 다달이 돈을 주고 빌려 쓰는 방.
사금파리,사기그릇의 깨진 작은 조각.
사기극,(비유적으로) 자신의 이익을 위해 남을 속이려고 거짓으로 꾸며 낸 일.
사기꾼,자신의 이익을 위해 남을 속이는 사람.
사기업,개인의 모은 돈으로 운영하는 기업.
사기죄,"법률에서, 자기의 이익을 위해 남을 속임으로써 성립하는 범죄."
사나이,혈기 왕성한 모습을 가진 남자.
사나흘,삼 일이나 사 일.
사내대장부,(강조하는 말로) 건장하고 씩씩한 남자.
사내아이,(친근하게 이르는 말로) 어린 남자아이.
사내애,(친근하게 이르는 말로) 어린 남자아이.
사냥터,사냥을 하는 곳.
사다리,높은 곳이나 낮은 곳에 오르내릴 때 발을 디딜 수 있도록 만든 물건.
사다리차,사다리를 갖추고 있는 차.
사대문,"조선 시대에, 서울에 있던 네 대문."
사대부,(옛날에) 일반 백성을 다스리는 관리. 또는 그런 가문의 사람.
사대주의,자기의 주장이나 생각 없이 세력이 강한 나라나 사람을 따르고 섬기는 태도.
사동법,남에게 어떤 일이나 행동을 하도록 시키는 문장을 만드는 표현 방법.
사립대,개인이나 민간 단체가 세우고 운영하는 대학.
사립문,나뭇가지를 엮어서 만든 문.
사망자,죽은 사람.
사명감,맡겨진 일을 잘 해내고자 하는 마음.
사모님,(높이는 말로) 스승의 부인.
사모님,(높이는 말로) 남의 부인.
사모님,(높이는 말로) 윗사람의 부인.
사무기기,"컴퓨터, 복사기, 팩스 등과 같이 일을 더욱 편리하고 빠르게 하기 위해 사무실에서 사용하는 기계."
사무라이,일본 봉건 시대의 무사.
사무소,"공공 단체, 회사, 개인 등이 일이나 업무를 보는 곳."
사무실,직장에서 주로 서류 등을 처리하며 자신이 맡은 일을 하는 방.
사무장,사무를 맡아 지휘하는 사람. 또는 그런 직위.
사무장,배나 비행기 등에서 사무를 처리하는 사람. 또는 그런 직위.
사무적,직장에서 주로 서류를 처리하는 일에 관한 것.
사무적,행동이나 태도가 진심이 없고 형식적인 것.
사무직,주로 책상에서 문서 등을 다루는 일을 하는 직무. 또는 그 일을 하는 직원.
사무직원,직장 안에서 서류를 처리하는 일을 주로 맡아보는 직원.
사무총장,기관이나 단체의 행정과 업무를 지휘하고 총괄하는 사람. 또는 그런 직위.
사물놀이,"꽹과리, 장구, 징, 북의 네 가지의 전통 악기를 가지고 하는 연주. 또는 그 연주에 맞춰 하는 놀이."
사물함,공공시설을 이용할 때 개인의 물건을 넣어 둘 수 있게 만든 네모난 통.
사법권,법에 근거하여 사건을 재판하고 법적 조치를 취할 수 있는 국가의 권한.
사법부,사건에 법을 적용해 잘잘못을 따지는 권한을 가진 대법원 및 대법원이 관리하는 모든 기관.
사변적,경험에 의하지 않고 순수한 논리적 사고만으로 현실이나 사물을 분별하고 판단하는 것.
사분기,일 년을 넷으로 나눈 기간.
사사건건,해당되는 모든 일 또는 온갖 사건.
사상누각,기초가 튼튼하지 못하여 오래 견디지 못할 일이나 물건.
사상자,죽거나 다친 사람.
사색적,어떤 것에 대하여 깊이 생각하고 그 근본 뜻을 찾는 것.
사생결단,죽고 사는 것을 상관하지 않고 끝장을 내려고 함.
사생아,법적으로 부부가 아닌 남녀 사이에서 태어난 아이.
사생활,개인의 사적인 일상생활.
사서함,회사나 단체 등이 전용으로 사용하기 위해 우체국에 마련해 둔 우편물을 넣는 상자.
사슴뿔,사슴의 머리에 난 뿔.
사시사철,"봄, 여름, 가을, 겨울 네 계절 내내의 동안."
사실상,실제로 처한 상태.
사실적,실제 있는 그대로를 보여 주는 것.
사실주의,문학이나 예술에서 현실이나 사물을 있는 그대로 묘사하고 표현하려는 태도.
사업비,일정한 사업을 하는 데 드는 비용.
사업성,사업으로서의 가치.
사업자,전문적으로 사업을 하는 사람.
사업장,사업의 활동이 이루어지는 일정한 장소.
사업주,사업의 소유주.
사업화,재산상의 이익을 목적으로 하는 사업으로 만듦.
사용권,법률이나 계약에 의하여 다른 사람이 소유하고 있는 물건이나 권리 등을 사용할 수 있는 권리.
사용량,쓰는 양.
사용료,쓴 값으로 내는 요금.
사용법,무엇을 그 목적에 맞게 쓰는 방법.
사용자,물건이나 시설 등을 쓰는 사람.
사용자,노동자에게 일을 시키고 그 대가로 보수를 주는 사람.
사용처,물건이나 돈 등을 사용한 곳이나 목적.
사우나,뜨거운 증기를 일으켜 그 열로 땀을 내는 목욕.
사운드,연주에서 듣고 느낄 수 있는 소리.
사윗감,딸의 남편으로 삼을 만한 사람.
사유서,어떤 일의 원인을 적은 문서.
사유지,개인이 가지고 있는 땅.
사유화,개인의 소유가 됨. 또는 그렇게 되게 함.
사육사,동물원에서 동물을 돌보는 일을 직업으로 하는 사람.
사육장,가축이나 짐승을 먹이고 돌보아 기르는 곳.
사은품,받은 은혜를 갚기 위해 선물하는 물품.
사이다,설탕물에 탄산을 섞어 만든 투명한 탄산음료.
사이렌,큰 소리를 내어 위급한 상황임을 알리는 장치. 또는 그 소리.
사이비,겉으로 비슷하지만 실제로는 완전히 다른 가짜.
사이사이,장소나 물건 등의 사이나 틈새 여러 곳.
사이사이,어떤 일을 하는 도중 가끔씩 생기는 틈.
사이즈,옷이나 신발 등의 크기나 치수.
사이코,(낮잡아 이르는 말로) 상식적이지 않은 행동을 하는 사람.
사이클,상태가 바뀌었다가 다시 원래 상태로 되돌아올 때까지 과정.
사이클,→ 자전거
사이클,→ 주파수
사이트,인터넷을 사용하는 사람들이 언제든지 인터넷에 접속해서 볼 수 있도록 정보가 저장되어 있는 곳.
사인회,"작가나 연예인이 자기의 책이나 영화, 음반 등을 홍보하기 위하여 사람들에게 서명하여 주는 모임이나 행사."
사잇길,사이에 난 길.
사잇길,큰길에서 갈라져 나간 작은 길. 또는 큰길로 이어지는 작은 길.
사잇문,방과 방 사이에 만든 작은 문.
사장님,(높이는 말로) 가게나 회사의 사장.
사절단,나라를 대표하여 어떤 일을 맡고 다른 나라에 가는 사람들의 무리.
사정거리,"탄알, 포탄, 미사일 등이 발사되는 곳에서부터 떨어지는 곳까지의 거리."
사주팔자,한 사람의 생년월일과 태어난 시간을 가리키는 여덟 글자.
사주팔자,타고난 사람의 운수.
사중주,네 개의 독주 악기로 하는 연주.
사진가,사진에 관한 전문적인 지식과 기술을 가지고 사진 찍는 일을 직업으로 하는 사람.
사진관,시설을 갖추어 놓고 사진을 찍어 주는 일을 전문적으로 하는 곳.
사진전,사진 작품들을 전시하여 찾아온 사람들에게 보여 주는 모임이나 행사.
사차원,공간의 삼차원에 시간의 차원이 더해져 차원이 네 개 있는 것.
사창가,관청의 허가를 받지 않고 몸을 파는 여자들이 많이 모여 있는 거리.
사채업자,개인이 개인에게 돈을 빌려주고 이자를 붙여 받는 일을 하는 사람.
사철나무,잎이 두껍고 윤이 나며 정원수로 많이 쓰이는 상록수.
사춘기,"보통 십이 세부터 십팔 세 정도에 나타나는 육체적, 정신적으로 성인이 되어가는 시기."
사치성,필요 이상의 돈을 쓰거나 값비싼 물건을 사용하며 분수에 지나친 생활을 하는 성질.
사치품,분수에 지나치는 값비싼 물품.
사탕수수,생김새는 수수와 비슷한데 마디 사이가 짧고 줄기에서 짠 즙으로 설탕을 만드는 풀.
사파리,야생 동물을 가두어 놓지 않고 기르는 공원에 자동차를 타고 다니며 차 안에서 그 야생 동물을 구경하는 일.
사파이어,푸르고 투명하며 다이아몬드 다음으로 단단한 보석.
사팔뜨기,"(낮잡아 이르는 말로) 양쪽 눈의 방향이 같지 않아, 정면을 멀리 바라보았을 때 양쪽 눈의 시선이 평행하지 않은 사람."
사필귀정,모든 일은 반드시 올바른 길로 돌아감.
사학자,역사학을 전문적으로 연구하는 사람.
사행심,이루어질 가능성이 거의 없는 뜻밖의 행운을 바라는 마음.
사형수,재판에서 사형 선고를 받은 죄수.
사형장,사형을 집행하는 곳.
사회단체,사회의 여러 가지 문제를 해결하려고 만든 단체.
사회단체,사회사업을 하는 단체.
사회봉사,사회의 이익이나 복지를 위해 노동력을 제공하거나 돈과 물건 등을 내놓는 일.
사회사업,개인이나 단체가 일반 사람들의 생활을 개선하고 어려운 사람들을 보살피기 위해 벌이는 사업.
사회상,사회의 실제 모습이나 상태.
사회생활,사람이 사회에 속하여 여러 사람들과 온갖 관계를 맺으면서 하는 공동생활.
사회성,사람이 사회에 적응하고 다른 사람과 원만하게 어울리며 집단을 이루어 살려고 하는 성질.
사회인,"학교나 군대 등의 제한된 집단에 속한 사람이 아닌, 일반 사회에서 자유롭게 활동하는 사람."
사회자,"모임이나 회의, 예식 등의 진행을 보는 사람."
사회적,사회에 관계되는 것이나 사회성을 지닌 것.
사회주의,개인의 재산을 인정하지 않고 생산 수단을 사회화하여 자본주의를 넘어서는 사회 제도를 실현하려는 사상. 또는 그 운동.
사회주의자,개인의 재산을 인정하지 않고 생산 수단을 사회화하여 자본주의를 넘어서는 사회 제도를 실현하려는 사상을 주장하거나 따르는 사람.
사회학,사회의 모든 현상과 조직의 원리 등을 연구하는 학문.
사회화,인간이 사회의 한 구성원으로 생활할 수 있도록 사회적인 성격을 가지게 됨. 또는 그런 일.
사회화,사적인 존재나 소유를 공적인 존재나 소유로 바꿈. 또는 그런 일.
산간벽지,도시와 멀리 떨어진 구석진 산골.
산기슭,산비탈이 끝나는 아랫부분.
산꼭대기,산의 맨 위.
산나물,산에서 나는 나물.
산더미,(비유적으로) 많이 쌓여 있는 물건.
산동네,"낮은 산등성이나 산비탈에 있는, 주로 가난한 사람들이 모여 사는 동네."
산들바람,시원하고 가볍게 부는 바람.
산딸기,산과 들에서 가시가 있는 덤불 나무에 열리는 붉은 빛깔의 작고 둥근 열매.
산림욕장,건강을 위해 몸과 마음을 편안하게 할 수 있는 환경과 시설이 갖추어진 숲속. 
산마루,산등성이의 가장 높은 곳.
산문가,산문을 잘 쓰는 사람.
산문시,시의 행을 나누거나 일정한 운율을 따르지 않고 산문 형식으로 쓴 시.
산발적,상황이나 경우에 따라 가끔 발생하는 것. 
산봉우리,산에서 가장 높이 솟은 부분.
산부인과,"임신, 출산, 부인병과 관련된 치료를 전문적으로 하는 의학 분야. 또는 그 분야의 병원."
산사태,"큰비나 지진, 화산 등으로 산에서 돌과 흙이 한꺼번에 무너져 내리는 일."
산산조각,아주 작게 부서지거나 깨어진 여러 조각.
산성비,자연재해 또는 환경 오염으로 인해 내리는 산성이 강한 비.
산성화,산성으로 바뀜. 또는 산성으로 바꿈.
산소통,산소를 압축해서 담아 놓은 통.
산송장,"살아 있는 송장이라는 뜻으로, 살아 있지만 거의 움직이지 않고 죽은 것과 다름없는 사람."
산수화,"동양화에서, 아름다운 자연의 경치를 그린 그림."
산술적,간단한 수의 계산에 의하여 숫자로 나타내는 것.
산신령,산을 지키고 다스리는 신.
산악인,산에 오르는 것을 즐기거나 전문적으로 하는 사람.
산악자전거,산이나 험한 길에서도 탈 수 있게 만든 자전거.
산악회,등산을 즐기는 사람으로 이루어진 모임. 
산업계,"농업, 공업, 상업 등 생산과 관련한 사업에서 일하는 개인이나 기업의 활동 분야."
산업체,생산 활동을 하는 업체.
산업화,산업과 기술이 발달하여 생산이 기계화되고 인구의 도시 집중과 같은 특징을 가진 사회로 됨.
산울림,울려 퍼진 소리가 산이나 절벽 같은 데에 부딪쳐서 되돌아 울리는 것. 또는 그런 소리.
산유국,자기 나라의 영토나 영해에서 석유를 생산하는 나라.
산자락,평지와 만나는 산 밑의 비탈진 부분.
